date,NO2
2025-09-01,0.0003248357076505
2025-09-02,0.0003000589017026
2025-09-03,0.0003462947273928
2025-09-04,0.0003969322761164
2025-09-05,0.0003158424580636
2025-09-06,0.0003224785370071
2025-09-07,0.0004196149046799
2025-09-08,0.0003852970166121
2025-09-09,0.0003294941935033
2025-09-10,0.0003858807547506
2025-09-11,0.0003410807602264
2025-09-12,0.0003461513391031
2025-09-13,0.0003863841709376
2025-09-14,0.000283108728208
2025-09-15,0.0002966301478802
2025-09-16,0.0003584616074871
2025-09-17,0.0003392130102613
2025-09-18,0.000408408196383
2025-09-19,0.0003496847422745
2025-09-20,0.0003263980974956
2025-09-21,0.0004717508974591
2025-09-22,0.0003881555780881
2025-09-23,0.00040331274526
2025-09-24,0.0003287044811785
2025-09-25,0.0003722418962388
2025-09-26,0.000404042230757
2025-09-27,0.0003395021143218
2025-09-28,0.0004139200385406
2025-09-29,0.0003627235283587
2025-09-30,0.0003753396631863
2025-10-01,0.0003565702493941
2025-10-02,0.0004755789690551
2025-10-03,0.0003781958905366
2025-10-04,0.0003215070362353
2025-10-05,0.000410679593247
2025-10-06,0.0003033314213964
2025-10-07,0.000369324735947
2025-10-08,0.0002551194279465
2025-10-09,0.0002806565596212
2025-10-10,0.0003506427839739
2025-10-11,0.0003712583405544
2025-10-12,0.0003362716077558
2025-10-13,0.0003151541312987
2025-10-14,0.0002990128149676
2025-10-15,0.0002332048861228
2025-10-16,0.0002641670548719
2025-10-17,0.0002701548312558
2025-10-18,0.0003391035453665
2025-10-19,0.0002965559460159
2025-10-20,0.0001844510022107
2025-10-21,0.0002821685270279
2025-10-22,0.0002402371834717
2025-10-23,0.0002193693207698
2025-10-24,0.0002777510573379
2025-10-25,0.0002929261762077
2025-10-26,0.0002824344830937
2025-10-27,0.0001887159940495
2025-10-28,0.0002103600376018
2025-10-29,0.0002378886422723
2025-10-30,0.0002659904473927
2025-10-31,0.0001895451198187
2025-11-01,0.0002009324972068
2025-11-02,0.0001520472897749
2025-11-03,0.0001451531555078
2025-11-04,0.0002436517652663
2025-11-05,0.0002693714344436
2025-11-06,0.0001969719924062
2025-11-07,0.0002502461188256
2025-11-08,0.0002181346088066
2025-11-09,0.0001682665927393
2025-11-10,0.0002195462865851
2025-11-11,0.000279811770676
